codigo_cbo,titulo,slug,grande_grupo_codigo,grande_grupo,subgrupo_principal_codigo,subgrupo_principal,subgrupo_codigo,subgrupo,salario_mediano,salario_medio,admissoes,desligamentos,saldo_periodo,n_ocupacoes,n_areas_atividade,n_atividades
5192,Trabalhadores da coleta e seleção de material reciclável,5192-trabalhadores-da-coleta-e-selecao-de-material-reciclavel,5,"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",51,TRABALHADORES DOS SERVIÇOS,519,OUTROS TRABALHADORES DE SERVIÇOS DIVERSOS,1730.0,1819.95,15643,14405,1238,3,9,74
5193,"Trabalhadores de serviços veterinários, de higiene e estética de animais domésticos",5193-trabalhadores-de-servicos-veterinarios-de-higiene-e-estetica-de-animais-domesticos,5,"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",51,TRABALHADORES DOS SERVIÇOS,519,OUTROS TRABALHADORES DE SERVIÇOS DIVERSOS,1740.0,1811.18,24315,24322,-7,4,9,119
5198,Profissionais do sexo,5198-profissionais-do-sexo,5,"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",51,TRABALHADORES DOS SERVIÇOS,519,OUTROS TRABALHADORES DE SERVIÇOS DIVERSOS,,,,,,1,6,49
5199,Outros trabalhadores dos serviços,5199-outros-trabalhadores-dos-servicos,5,"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",51,TRABALHADORES DOS SERVIÇOS,519,OUTROS TRABALHADORES DE SERVIÇOS DIVERSOS,1740.92,1814.81,100817,90933,9884,9,11,169
5201,Supervisores de vendas e de prestação de serviços,5201-supervisores-de-vendas-e-de-prestacao-de-servicos,5,"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",52,VENDEDORES E PRESTADORES DE SERVIÇOS DO COMÉRCIO,520,SUPERVISORES DE VENDAS E DE PRESTAÇÃO DE SERVIÇOS,2982.0,3825.96,42408,62283,-19875,2,7,74
5211,Operadores do comércio em lojas e mercados,5211-operadores-do-comercio-em-lojas-e-mercados,5,"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",52,VENDEDORES E PRESTADORES DE SERVIÇOS DO COMÉRCIO,521,VENDEDORES E DEMONSTRADORES,1708.96,1777.89,3207931,3013174,194757,8,10,109
5231,Instaladores de produtos e acessórios,5231-instaladores-de-produtos-e-acessorios,5,"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",52,VENDEDORES E PRESTADORES DE SERVIÇOS DO COMÉRCIO,523,INSTALADORES DE PRODUTOS E ACESSÓRIOS,1870.0,2016.5,11018,11018,0,5,11,120
5241,Vendedores em domicílio,5241-vendedores-em-domicilio,5,"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",52,VENDEDORES E PRESTADORES DE SERVIÇOS DO COMÉRCIO,524,"VENDEDORES A DOMICÍLIO, AMBULANTES E EM BANCAS",1700.0,1943.33,43448,43020,428,1,8,75
5242,"Vendedores em bancas, quiosques e barracas",5242-vendedores-em-bancas-quiosques-e-barracas,5,"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",52,VENDEDORES E PRESTADORES DE SERVIÇOS DO COMÉRCIO,524,"VENDEDORES A DOMICÍLIO, AMBULANTES E EM BANCAS",1771.05,1843.85,2060,2029,31,3,9,75
5243,Vendedores ambulantes,5243-vendedores-ambulantes,5,"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS",52,VENDEDORES E PRESTADORES DE SERVIÇOS DO COMÉRCIO,524,"VENDEDORES A DOMICÍLIO, AMBULANTES E EM BANCAS",1600.0,1545.48,7025,6023,1002,3,9,91
6110,Produtores agropecuários em geral,6110-produtores-agropecuarios-em-geral,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,611,PRODUTORES AGROPECUÁRIOS EM GERAL,1676.09,1821.62,1502,1420,82,1,8,88
6120,Produtores agrícolas polivalentes,6120-produtores-agricolas-polivalentes,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,612,PRODUTORES AGRÍCOLAS,1671.87,1924.27,2582,2352,230,1,8,61
6121,Produtores agrícolas na cultura de gramíneas,6121-produtores-agricolas-na-cultura-de-gramineas,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,612,PRODUTORES AGRÍCOLAS,1680.0,1828.61,248,225,23,5,10,91
6122,Produtores agrícolas na cultura de plantas fibrosas,6122-produtores-agricolas-na-cultura-de-plantas-fibrosas,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,612,PRODUTORES AGRÍCOLAS,,,,,,5,8,101
6123,Produtores agrícolas na olericultura,6123-produtores-agricolas-na-olericultura,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,612,PRODUTORES AGRÍCOLAS,1804.0,2052.6,239,261,-22,4,10,101
6124,Produtores agrícolas no cultivo de flores e plantas ornamentais,6124-produtores-agricolas-no-cultivo-de-flores-e-plantas-ornamentais,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,612,PRODUTORES AGRÍCOLAS,1789.04,1733.64,188,143,45,4,11,100
6125,Produtores agrícolas na fruticultura,6125-produtores-agricolas-na-fruticultura,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,612,PRODUTORES AGRÍCOLAS,1763.0,1820.77,519,483,36,3,9,114
6126,Produtores agrícolas na cultura de plantas estimulantes,6126-produtores-agricolas-na-cultura-de-plantas-estimulantes,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,612,PRODUTORES AGRÍCOLAS,1518.0,1770.43,32,24,8,5,9,107
6127,Produtores agrícolas na cultura de plantas oleaginosas,6127-produtores-agricolas-na-cultura-de-plantas-oleaginosas,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,612,PRODUTORES AGRÍCOLAS,1518.0,2080.56,18,23,-5,8,9,91
6128,Produtores de especiarias e de plantas aromáticas e medicinais,6128-produtores-de-especiarias-e-de-plantas-aromaticas-e-medicinais,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,612,PRODUTORES AGRÍCOLAS,1560.22,1659.61,4,5,-1,2,9,107
6130,Produtores em pecuária polivalente,6130-produtores-em-pecuaria-polivalente,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,613,PRODUTORES EM PECUÁRIA,1611.82,1748.06,230,212,18,2,11,118
6131,Produtores em pecuária de animais de grande porte,6131-produtores-em-pecuaria-de-animais-de-grande-porte,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,613,PRODUTORES EM PECUÁRIA,1793.2,1936.73,583,559,24,6,9,85
6132,Produtores em pecuária de animais de médio porte,6132-produtores-em-pecuaria-de-animais-de-medio-porte,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,613,PRODUTORES EM PECUÁRIA,1769.04,1882.83,271,260,11,3,12,126
6133,Produtores da avicultura e cunicultura,6133-produtores-da-avicultura-e-cunicultura,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,613,PRODUTORES EM PECUÁRIA,1736.0,1822.02,2236,2021,215,2,11,113
6134,Produtores de animais e insetos úteis,6134-produtores-de-animais-e-insetos-uteis,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",61,PRODUTORES NA EXPLORAÇÃO AGROPECUÁRIA,613,PRODUTORES EM PECUÁRIA,2076.32,2145.67,74,71,3,4,9,112
6201,Supervisores na exploração agropecuária,6201-supervisores-na-exploracao-agropecuaria,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,620,SUPERVISORES NA EXPLORAÇÃO AGROPECUÁRIA,2860.0,3352.97,15898,18999,-3101,3,8,81
6210,Trabalhadores agropecuários em geral,6210-trabalhadores-agropecuarios-em-geral,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,621,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA EM GERAL,1700.0,1868.56,224550,218812,5738,1,8,105
6220,Trabalhadores de apoio à agricultura,6220-trabalhadores-de-apoio-a-agricultura,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,622,TRABALHADORES AGRÍCOLAS,1717.2,1838.75,291209,279405,11804,4,8,80
6221,Trabalhadores agrícolas na cultura de gramíneas,6221-trabalhadores-agricolas-na-cultura-de-gramineas,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,622,TRABALHADORES AGRÍCOLAS,1541.0,1639.11,99890,103362,-3472,4,8,84
6222,Trabalhadores agrícolas na cultura de plantas fibrosas,6222-trabalhadores-agricolas-na-cultura-de-plantas-fibrosas,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,622,TRABALHADORES AGRÍCOLAS,1925.46,2096.65,752,619,133,3,7,68
6223,Trabalhadores agrícolas na olericultura,6223-trabalhadores-agricolas-na-olericultura,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,622,TRABALHADORES AGRÍCOLAS,1750.0,1746.32,12587,12784,-197,4,10,70
6224,Trabalhadores agrícolas no cultivo de flores e plantas ornamentais,6224-trabalhadores-agricolas-no-cultivo-de-flores-e-plantas-ornamentais,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,622,TRABALHADORES AGRÍCOLAS,1786.54,1819.19,9508,9321,187,5,8,90
6225,Trabalhadores agrícolas na fruticultura,6225-trabalhadores-agricolas-na-fruticultura,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,622,TRABALHADORES AGRÍCOLAS,1640.0,1648.01,135558,114754,20804,3,9,81
6226,Trabalhadores agrícolas nas culturas de plantas estimulantes,6226-trabalhadores-agricolas-nas-culturas-de-plantas-estimulantes,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,622,TRABALHADORES AGRÍCOLAS,1580.0,1710.25,35746,35407,339,5,9,75
6227,Trabalhadores agrícolas na cultura de plantas oleaginosas,6227-trabalhadores-agricolas-na-cultura-de-plantas-oleaginosas,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,622,TRABALHADORES AGRÍCOLAS,1521.0,1666.04,5470,6904,-1434,8,8,61
6228,Trabalhadores agrícolas da cultura de especiarias e de plantas aromáticas e medicinais,6228-trabalhadores-agricolas-da-cultura-de-especiarias-e-de-plantas-aromaticas-e-medicinais,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,622,TRABALHADORES AGRÍCOLAS,1900.0,1946.5,455,452,3,2,9,85
6230,Tratadores polivalentes de animais,6230-tratadores-polivalentes-de-animais,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,623,TRABALHADORES NA PECUÁRIA,1930.0,2094.24,25551,24381,1170,6,11,156
6231,Trabalhadores na pecuária de animais de grande porte,6231-trabalhadores-na-pecuaria-de-animais-de-grande-porte,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,623,TRABALHADORES NA PECUÁRIA,1954.0,2093.09,57487,57117,370,5,10,99
6232,Trabalhadores na pecuária de animais de médio porte,6232-trabalhadores-na-pecuaria-de-animais-de-medio-porte,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,623,TRABALHADORES NA PECUÁRIA,1804.0,1896.81,14033,13190,843,3,10,110
6233,Trabalhadores na avicultura e cunicultura,6233-trabalhadores-na-avicultura-e-cunicultura,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,623,TRABALHADORES NA PECUÁRIA,1730.0,1769.03,51015,46182,4833,5,8,107
6234,Trabalhadores na criação de insetos e animais úteis,6234-trabalhadores-na-criacao-de-insetos-e-animais-uteis,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",62,TRABALHADORES NA EXPLORAÇÃO AGROPECUÁRIA,623,TRABALHADORES NA PECUÁRIA,1880.0,1945.32,564,599,-35,4,8,124
6301,Supervisores na área florestal e aqüicultura,6301-supervisores-na-area-florestal-e-aquicultura,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,630,SUPERVISORES NA EXPLORAÇÃO FLORESTAL E PESCA,2900.0,3524.7,2658,3514,-856,2,8,82
6310,Pescadores polivalentes,6310-pescadores-polivalentes,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,631,PESCADORES E CAÇADORES,1518.0,1787.22,169,169,0,4,9,97
6311,Pescadores profissionais artesanais de água doce,6311-pescadores-profissionais-artesanais-de-agua-doce,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,631,PESCADORES E CAÇADORES,1605.13,1699.96,51,61,-10,1,12,109
6312,Pescadores de água costeira e alto mar,6312-pescadores-de-agua-costeira-e-alto-mar,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,631,PESCADORES E CAÇADORES,2299.9,2178.43,5720,5830,-110,2,8,65
6313,Criadores de animais aquáticos,6313-criadores-de-animais-aquaticos,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,631,PESCADORES E CAÇADORES,1674.25,1841.63,2760,2631,129,7,11,128
6314,Trabalhadores de apoio à pesca,6314-trabalhadores-de-apoio-a-pesca,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,631,PESCADORES E CAÇADORES,1839.9,1895.54,286,224,62,4,8,60
6320,Trabalhadores florestais polivalentes,6320-trabalhadores-florestais-polivalentes,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,632,EXTRATIVISTAS FLORESTAIS,1655.5,1765.64,2454,2298,156,3,7,88
6321,Extrativistas e reflorestadores de espécies produtoras de madeira,6321-extrativistas-e-reflorestadores-de-especies-produtoras-de-madeira,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,632,EXTRATIVISTAS FLORESTAIS,1700.0,1785.36,46575,47165,-590,5,8,84
6322,Extrativistas florestais de espécies produtoras de gomas e resinas,6322-extrativistas-florestais-de-especies-produtoras-de-gomas-e-resinas,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,632,EXTRATIVISTAS FLORESTAIS,1670.0,1746.63,4271,4880,-609,3,8,90
6323,"Extrativistas florestais de espécies produtoras de fibras, ceras e óleos",6323-extrativistas-florestais-de-especies-produtoras-de-fibras-ceras-e-oleos,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,632,EXTRATIVISTAS FLORESTAIS,1518.0,1573.15,889,986,-97,14,8,81
6324,Extrativistas florestais de espécies produtoras de alimentos silvestres,6324-extrativistas-florestais-de-especies-produtoras-de-alimentos-silvestres,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,632,EXTRATIVISTAS FLORESTAIS,1518.0,1574.01,549,726,-177,4,8,81
6325,"Extrativistas florestais de espécies produtoras de substâncias aromáticas, medicinais e tóxicas",6325-extrativistas-florestais-de-especies-produtoras-de-substancias-aromaticas-medicinais-e-toxicas,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,632,EXTRATIVISTAS FLORESTAIS,1876.0,1869.0,201,224,-23,5,8,77
6326,Carvoejadores,6326-carvoejadores,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",63,PESCADORES E EXTRATIVISTAS FLORESTAIS,632,EXTRATIVISTAS FLORESTAIS,1563.4,1662.69,5858,6510,-652,3,7,63
6410,Trabalhadores da mecanização agrícola,6410-trabalhadores-da-mecanizacao-agricola,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",64,TRABALHADORES DA MECANIZAÇÃO AGROPECUÁRIA E FLORESTAL,641,TRABALHADORES DA MECANIZAÇÃO AGROPECUÁRIA,2277.0,2459.66,142671,148148,-5477,3,7,61
6420,Trabalhadores da mecanização florestal,6420-trabalhadores-da-mecanizacao-florestal,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",64,TRABALHADORES DA MECANIZAÇÃO AGROPECUÁRIA E FLORESTAL,642,TRABALHADORES DA MECANIZAÇÃO FLORESTAL,2409.0,2494.89,10184,10078,106,3,8,72
6430,Trabalhadores da irrigação e drenagem,6430-trabalhadores-da-irrigacao-e-drenagem,6,"TRABALHADORES AGROPECUÁRIOS, FLORESTAIS E DA PESCA",64,TRABALHADORES DA MECANIZAÇÃO AGROPECUÁRIA E FLORESTAL,643,TRABALHADORES DA IRRIGAÇÃO E DRENAGEM,1900.0,2159.38,4521,4496,25,5,7,62
7101,Supervisores da extração mineral,7101-supervisores-da-extracao-mineral,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,710,SUPERVISORES DA EXTRAÇÃO MINERAL E DA CONSTRUÇÃO CIVIL,5019.08,6239.15,1578,2129,-551,5,8,58
7102,Supervisores da construção civil,7102-supervisores-da-construcao-civil,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,710,SUPERVISORES DA EXTRAÇÃO MINERAL E DA CONSTRUÇÃO CIVIL,3825.88,4234.98,64559,72483,-7924,5,6,69
7111,Trabalhadores da extração de minerais sólidos,7111-trabalhadores-da-extracao-de-minerais-solidos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,711,TRABALHADORES DA EXTRAÇÃO MINERAL,2019.52,2246.89,8636,7527,1109,6,9,81
7112,Trabalhadores de extração de minerais sólidos (operadores de máquinas),7112-trabalhadores-de-extracao-de-minerais-solidos-operadores-de-maquinas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,711,TRABALHADORES DA EXTRAÇÃO MINERAL,2645.73,2697.3,16490,17180,-690,9,7,55
7113,Trabalhadores da extração de minerais líquidos e gasosos,7113-trabalhadores-da-extracao-de-minerais-liquidos-e-gasosos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,711,TRABALHADORES DA EXTRAÇÃO MINERAL,2066.01,2388.61,7126,6809,317,6,9,98
7114,Garimpeiros e operadores de salinas,7114-garimpeiros-e-operadores-de-salinas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,711,TRABALHADORES DA EXTRAÇÃO MINERAL,1710.0,2097.37,310,324,-14,2,11,87
7121,Trabalhadores de beneficiamento de minérios,7121-trabalhadores-de-beneficiamento-de-minerios,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,712,TRABALHADORES DE BENEFICIAMENTO DE MINÉRIOS E PEDRAS ORNAMENTAIS,1977.25,2130.83,4064,3896,168,7,8,63
7122,Trabalhadores de beneficiamento de pedras ornamentais,7122-trabalhadores-de-beneficiamento-de-pedras-ornamentais,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,712,TRABALHADORES DE BENEFICIAMENTO DE MINÉRIOS E PEDRAS ORNAMENTAIS,2009.8,2171.22,10782,10810,-28,6,6,57
7151,Trabalhadores na operação de máquinas de terraplenagem e fundações,7151-trabalhadores-na-operacao-de-maquinas-de-terraplenagem-e-fundacoes,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,715,TRABALHADORES DA CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS,2829.2,3005.96,116734,118166,-1432,9,9,67
7152,Trabalhadores de estruturas de alvenaria,7152-trabalhadores-de-estruturas-de-alvenaria,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,715,TRABALHADORES DA CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS,2455.7,2448.03,359637,363099,-3462,6,6,46
7153,Montadores de estruturas de concreto armado,7153-montadores-de-estruturas-de-concreto-armado,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,715,TRABALHADORES DA CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS,2500.0,2491.59,76809,75556,1253,3,7,46
7154,Trabalhadores na operação de máquinas de concreto usinado e afins,7154-trabalhadores-na-operacao-de-maquinas-de-concreto-usinado-e-afins,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,715,TRABALHADORES DA CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS,2386.57,2402.51,15068,17541,-2473,4,7,86
7155,"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis",7155-trabalhadores-de-montagem-de-estruturas-de-madeira-metal-e-compositos-em-obras-civis,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,715,TRABALHADORES DA CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS,2513.91,2565.48,168668,166260,2408,9,11,76
7156,Trabalhadores de instalações elétricas,7156-trabalhadores-de-instalacoes-eletricas,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,715,TRABALHADORES DA CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS,2200.0,2305.14,111514,102862,8652,3,11,84
7157,Aplicadores de materiais isolantes,7157-aplicadores-de-materiais-isolantes,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,715,TRABALHADORES DA CONSTRUÇÃO CIVIL E OBRAS PÚBLICAS,2400.0,2462.95,12106,12609,-503,6,9,60
7161,Revestidores de concreto,7161-revestidores-de-concreto,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,716,TRABALHADORES DE ACABAMENTO DE OBRAS,2243.51,2375.08,1801,1820,-19,2,8,62
7162,Telhadores (revestimentos rígidos),7162-telhadores-revestimentos-rigidos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,716,TRABALHADORES DE ACABAMENTO DE OBRAS,2277.66,2335.1,966,1029,-63,4,7,66
7163,Vidraceiros (revestimentos rígidos),7163-vidraceiros-revestimentos-rigidos,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,716,TRABALHADORES DE ACABAMENTO DE OBRAS,1948.0,2070.64,13692,13489,203,3,9,59
7164,Gesseiros,7164-gesseiros,7,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,71,TRABALHADORES DA INDÚSTRIA EXTRATIVA E DA CONSTRUÇÃO CIVIL,716,TRABALHADORES DE ACABAMENTO DE OBRAS,2513.91,2363.62,25858,24482,1376,1,8,47
