codigo_cbo,titulo,slug,grande_grupo_codigo,grande_grupo,subgrupo_principal_codigo,subgrupo_principal,subgrupo_codigo,subgrupo,salario_mediano,salario_medio,admissoes,desligamentos,saldo_periodo,n_ocupacoes,n_areas_atividade,n_atividades
8623,Operadores de instalações de captação e esgotos,8623-operadores-de-instalacoes-de-captacao-e-esgotos,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,86,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",862,OPERADORES DE UTILIDADES,1900.0,2101.03,9491,7998,1493,2,10,62
8624,"Operadores de instalações de extração, processamento, envasamento e distribuição de gases",8624-operadores-de-instalacoes-de-extracao-processamento-envasamento-e-distribuicao-de-gases,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,86,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",862,OPERADORES DE UTILIDADES,2352.98,2388.93,1032,890,142,1,8,61
8625,Operadores de instalações de refrigeração e ar-condicionado,8625-operadores-de-instalacoes-de-refrigeracao-e-ar-condicionado,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,86,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",862,OPERADORES DE UTILIDADES,1929.0,2110.89,2828,2693,135,3,8,51
9101,"Supervisores em serviços de reparação e manutenção de máquinas e equipamentos industriais, comerciais e residenciais",9101-supervisores-em-servicos-de-reparacao-e-manutencao-de-maquinas-e-equipamentos-industriais-comerciais-e-residenciais,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,910,SUPERVISORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,4500.0,4962.7,10856,13562,-2706,6,9,102
9102,Supervisores em serviços de reparação e manutenção veicular,9102-supervisores-em-servicos-de-reparacao-e-manutencao-veicular,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,910,SUPERVISORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,3500.0,4339.71,3206,4248,-1042,2,8,78
9109,"Supervisores de outros trabalhadores de serviços de reparação, conservação e manutenção",9109-supervisores-de-outros-trabalhadores-de-servicos-de-reparacao-conservacao-e-manutencao,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,910,SUPERVISORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,2738.09,3785.26,368,618,-250,2,9,79
9111,"Mecânicos de manutenção de bombas, motores, compressores e equipamentos de transmissão",9111-mecanicos-de-manutencao-de-bombas-motores-compressores-e-equipamentos-de-transmissao,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,911,"MECÂNICOS DE MANUTENÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS, COMERCIAIS E RESIDENCIAIS",2000.0,2266.45,8475,7857,618,7,9,65
9112,Mecânicos de manutenção e instalação de aparelhos de  climatização e refrigeração,9112-mecanicos-de-manutencao-e-instalacao-de-aparelhos-de-climatizacao-e-refrigeracao,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,911,"MECÂNICOS DE MANUTENÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS, COMERCIAIS E RESIDENCIAIS",1899.63,2051.41,21830,19902,1928,1,8,82
9113,Mecânicos de manutenção de máquinas industriais,9113-mecanicos-de-manutencao-de-maquinas-industriais,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,911,"MECÂNICOS DE MANUTENÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS, COMERCIAIS E RESIDENCIAIS",2500.0,2670.86,111340,108678,2662,5,8,73
9131,Mecânicos de manutenção de máquinas pesadas e equipamentos agrícolas,9131-mecanicos-de-manutencao-de-maquinas-pesadas-e-equipamentos-agricolas,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,913,MECÂNICOS DE MANUTENÇÃO DE MÁQUINAS PESADAS E EQUIPAMENTOS AGRÍCOLAS,2819.0,3015.83,19539,20322,-783,5,9,124
9141,Mecânicos de manutenção aeronáutica,9141-mecanicos-de-manutencao-aeronautica,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,914,MECÂNICOS DE MANUTENÇÃO VEICULAR,2688.0,3732.85,2178,1829,349,2,13,112
9142,Mecânicos de manutenção de motores e equipamentos navais,9142-mecanicos-de-manutencao-de-motores-e-equipamentos-navais,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,914,MECÂNICOS DE MANUTENÇÃO VEICULAR,2675.0,2834.92,573,514,59,1,7,68
9143,Mecânicos de manutenção metroferroviária,9143-mecanicos-de-manutencao-metroferroviaria,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,914,MECÂNICOS DE MANUTENÇÃO VEICULAR,2053.19,2198.16,1850,1681,169,1,8,91
9144,Mecânicos de manutenção de veículos automotores,9144-mecanicos-de-manutencao-de-veiculos-automotores,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,914,MECÂNICOS DE MANUTENÇÃO VEICULAR,1983.0,2196.48,137491,132041,5450,5,7,114
9151,Técnicos em manutenção e reparação de instrumentos de medição e precisão,9151-tecnicos-em-manutencao-e-reparacao-de-instrumentos-de-medicao-e-precisao,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,915,REPARADORES DE INSTRUMENTOS E EQUIPAMENTOS DE PRECISÃO,2700.0,3031.63,1866,1729,137,3,7,76
9152,Restauradores de instrumentos musicais,9152-restauradores-de-instrumentos-musicais,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,915,REPARADORES DE INSTRUMENTOS E EQUIPAMENTOS DE PRECISÃO,1991.0,1977.69,61,63,-2,3,8,76
9153,Técnicos em manutenção e reparação de equipamentos biomédicos,9153-tecnicos-em-manutencao-e-reparacao-de-equipamentos-biomedicos,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,915,REPARADORES DE INSTRUMENTOS E EQUIPAMENTOS DE PRECISÃO,2893.61,3076.25,2426,2205,221,1,8,58
9154,Reparadores de equipamentos fotográficos,9154-reparadores-de-equipamentos-fotograficos,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,915,REPARADORES DE INSTRUMENTOS E EQUIPAMENTOS DE PRECISÃO,1900.0,2335.8,12,19,-7,1,9,83
9191,Lubrificadores,9191-lubrificadores,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,919,OUTROS TRABALHADORES NA REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS,2000.0,2173.97,11489,12290,-801,3,7,52
9192,"Trabalhadores de manutenção de roçadeiras, motoserras e similares",9192-trabalhadores-de-manutencao-de-rocadeiras-motoserras-e-similares,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,919,OUTROS TRABALHADORES NA REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS,2036.65,2335.66,5133,5218,-85,1,7,50
9193,Mecânicos de manutenção de bicicletas e equipamentos esportivos e de ginástica,9193-mecanicos-de-manutencao-de-bicicletas-e-equipamentos-esportivos-e-de-ginastica,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,919,OUTROS TRABALHADORES NA REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS,1800.0,1898.13,3466,3425,41,3,8,78
9501,"Supervisores de manutenção eletroeletrônica industrial, comercial e predial",9501-supervisores-de-manutencao-eletroeletronica-industrial-comercial-e-predial,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,95,POLIMANTENEDORES,950,SUPERVISORES DE MANUTENÇÃO ELETROELETRÔNICA E ELETROMECÂNICA,3952.88,4564.03,7434,9481,-2047,2,8,55
9502,Supervisores de manutenção eletroeletrônica veicular,9502-supervisores-de-manutencao-eletroeletronica-veicular,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,95,POLIMANTENEDORES,950,SUPERVISORES DE MANUTENÇÃO ELETROELETRÔNICA E ELETROMECÂNICA,2800.0,3178.48,285,437,-152,1,6,55
9503,Supervisores de manutenção eletromecânica,9503-supervisores-de-manutencao-eletromecanica,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,95,POLIMANTENEDORES,950,SUPERVISORES DE MANUTENÇÃO ELETROELETRÔNICA E ELETROMECÂNICA,6566.3,7557.5,2361,3039,-678,1,9,78
